# Tray seeding data for the sample database.
#
# Tray seeding logs from FarmData for for Jan 1, 2019 to July 15, 2020.
# The fields are:
# 0  "id"
# 1  "username"
# 2  "seedDate"
# 3  "crop"
# 4  "numseeds_planted"
# 5  "flats"
# 6  "cells/flat"
# 7  "varities"
# 8  "gen"
# 9  "comments"
# 10 blank due to trailing comma
#
# Notes:
#  - records with multiple seed codes in the varities field will be split into
#    multiple seeding logs asspciated with the same planting.
#  - there is no labor data on tray seedings
#  - there is no area associated with a tray seeding

"993","horowitk","2019-03-04","LETTUCE, GREEN","288","4","72","Seed Code: LN-16-3-OG (WALDMANN) - 288 seeds","1","",
"994","horowitk","2019-03-04","LETTUCE, RED","72","1","72","Seed Code: LD-19-1-OG (RED SAILS) - 72 seeds","1","",
"995","horowitk","2019-03-04","LETTUCE, ROMAINE","144","2","72","Seed Code: LE-17-3-OG (GREEN TOWERS) - 144 seeds","1","",
"996","horowitk","2019-03-04","RADDICHIO","264","2","128","Seed Code: RO-19-1-UT (INDIGO) - 264 seeds","1","",
"997","horowitk","2019-03-04","ONION STORAGE","576","2","288","Seed Code: OE-19-1-OG (RED WING) - 288 seeds;Seed Code: OE-19-3-UT (PATTERSON) - 288 seeds","1","",
"998","horowitk","2019-03-11","BOKCHOY","128","1","128","Seed Code: BY-18-2-UT (MEI QING) - 64 seeds;Seed Code: BY-19-1-OG (TATSOI) - 64 seeds","1","",
"999","horowitk","2019-03-11","BROCCOLI","442","4","128","Seed Code: BI-19-1-OG (BELSTAR) - 442 seeds","1","",
"1000","horowitk","2019-03-11","CABBAGE","432","6","72","Seed Code: CE-18-5-OG (FARAO) - 216 seeds;Seed Code: CE-19-5-OG (RED EXPRESS) - 216 seeds","1","",
"1001","horowitk","2019-03-11","FENNEL","396","3","128","Seed Code: FL-19-1-OG (PRELUDIO) - 396 seeds","1","",
"1002","horowitk","2019-03-11","KALE","72","1","72","Seed Code: KE-18-2-OG (TOSCANO) - 36 seeds;Seed Code: KE-19-2-OG (VATES) - 36 seeds","1","",
"1003","horowitk","2019-03-11","SCALLION","502","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 502 seeds","1","",
"1004","nelsonw","2019-03-22","CELERIAC","1024","8","128","Seed Code: CC-18-1-OG (MARS) - 512 seeds;Seed Code: CC-18-2-UT (BRILLIANT) - 512 seeds","1","",
"1005","nelsonw","2019-03-22","CELERY","528","4","128","Seed Code: CY-19-1-OG (TANGO) - 528 seeds","1","",
"1006","nelsonw","2019-03-22","DANDILION","144","2","72","Seed Code: DN-18-1-UT (CLIO) - 144 seeds","1","",
"1007","nelsonw","2019-03-22","ENDIVE","128","1","128","Seed Code: EE-19-1-OG (BENEFINE) - 128 seeds","1","",
"1008","nelsonw","2019-03-22","PEPPERS, BELL","576","6","128","Seed Code: PL-18-12-UT (OLYMPUS) - 192 seeds;Seed Code: PL-19-3-UT (PROCRAFT) - 192 seeds;Seed Code: PL-18-9-UT (INTRUDER) - 192 seeds;Seed Code: PL-19-2-UT (X3R RED KNIGHT) - 192 seeds","1","",
"1010","nelsonw","2019-03-22","PEPPERS, HOT","75","1","72","Seed Code: PT-17-2-OG (HUNGARIAN HOT WAX) - 15 seeds;Seed Code: PT-18-2-UT (EL EDEN) - 15 seeds;Seed Code: PT-18-1-OG (RED EMBER) - 15 seeds;Seed Code: PT-17-8-OG (DCF JALAPENO) - 15 seeds;Seed Code: PT-17-7-OG (DCF ORANGE HABANERO) - 15 seeds","1","",
"1011","nelsonw","2019-03-25","PEPPERS, BELL","257","2","128","Seed Code: PL-18-10-UT (CARMEN) - 64 seeds;Seed Code: PL-18-11-OG (ESCAMILLO) - 64 seeds;Seed Code: PL-18-7-OG (LIPSTICK) - 43 seeds;Seed Code: PL-18-14-OG (GLOW) - 43 seeds;Seed Code: PL-18-5-OG (AURA) - 43 seeds","1","",
"1012","nelsonw","2019-03-29","BOKCHOY","128","1","128","Seed Code: BY-18-1-UT (MEI QING) - 64 seeds;Seed Code: BY-19-1-OG (TATSOI) - 64 seeds","1","",
"1013","nelsonw","2019-03-29","BROCCOLI","512","4","128","Seed Code: BI-19-1-OG (BELSTAR) - 512 seeds","1","",
"1014","nelsonw","2019-03-29","CABBAGE","512","4","128","Seed Code: CE-19-5-OG (RED EXPRESS) - 256 seeds;Seed Code: CE-19-2-OG (FARO) - 256 seeds","1","",
"1015","nelsonw","2019-03-29","CHARD","384","3","128","Seed Code: CD-19-3-OG (IMPROVED RAINBOW BLEND) - 192 seeds;Seed Code: CD-19-2-OG (RHUBARB SUPREME) - 192 seeds","1","",
"1016","nelsonw","2019-03-29","CHINESE CABBAGE","384","3","128","Seed Code: CE-19-1-UT (MINUET) - 384 seeds","1","",
"1017","nelsonw","2019-03-29","EGGPLANT","128","1","128","Seed Code: ET-18-1-OG (MICHAL) - 32 seeds;Seed Code: ET-18-3-OG (TRAVIATA) - 32 seeds;Seed Code: ET-19-1-OG (PING TONG LONG) - 32 seeds;Seed Code: ET-19-3-OG (LITTLE FINGER) - 32 seeds","1","",
"1018","nelsonw","2019-03-29","FENNEL","384","3","128","Seed Code: FL-19-1-OG (PRELUDIO) - 384 seeds","1","",
"1019","nelsonw","2019-03-29","KOHLRABI","384","3","128","Seed Code: KI-18-1-UT (KOLIBRI) - 192 seeds;Seed Code: KI-18-2-OG (KORIST) - 192 seeds","1","",
"1020","nelsonw","2019-03-29","LETTUCE, GREEN","256","2","128","Seed Code: LN-19-4-OG (WALDMANN) - 256 seeds","1","",
"1021","nelsonw","2019-03-29","LETTUCE, RED","128","1","128","Seed Code: LD-19-1-OG (RED SAILS) - 128 seeds","1","",
"1022","nelsonw","2019-03-29","LETTUCE, ROMAINE","128","1","128","Seed Code: LE-19-2-OG (GREEN TOWERS) - 128 seeds","1","",
"1023","nelsonw","2019-03-29","SCALLION","1536","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 1536 seeds","1","",
"1048","nelsonw","2019-04-05","ENDIVE","128","1","128","Seed Code: EE-19-1-OG (BENEFINE) - 128 seeds","1","",
"1049","nelsonw","2019-04-05","KALE","896","7","128","Seed Code: KE-18-2-OG (TOSCANO) - 448 seeds;Seed Code: KE-19-2-OG (VATES) - 448 seeds","1","",
"1050","nelsonw","2019-04-05","RADDICHIO","256","2","128","Seed Code: RO-19-1-UT (INDIGO) - 256 seeds","1","",
"1051","nelsonw","2019-04-05","TOMATO, CHERRY","130","1","128","Seed Code: TY-19-1-UT (SUN GOLD) - 26 seeds;Seed Code: TY-19-5-OG (CHERRY BOMB) - 26 seeds;Seed Code: TY-19-2-OG (VALENTINE) - 26 seeds;Seed Code: TY-19-4-OG (INDIGO CHERRY DROPS) - 26 seeds;Seed Code: TY-19-3-OG (BLACK CHERRY) - 26 seeds","1","",
"1052","nelsonw","2019-04-05","TOMATO, HEIRLOOM","128","1","128","Seed Code: TM-17-1-OG (DCF GREEN ZEBRA) - 32 seeds;Seed Code: TM-17-2-OG (DCF PURPLE BRANDYWINE) - 32 seeds;Seed Code: TM-17-3-OG (DCF PINK BRANDYWINE) - 32 seeds;Seed Code: TM-19-1-OG (STRIPED GERMAN) - 32 seeds","1","",
"1053","nelsonw","2019-04-05","TOMATO, PASTE","128","1","128","Seed Code: TE-17-1-OG (DCF LONG RED ROMA) - 64 seeds;Seed Code: TE-19-1-OG (GRANADERO) - 64 seeds","1","",
"1054","nelsonw","2019-04-05","TOMATO, SLICING","512","4","128","Seed Code: TG-19-1-OG (NEW GIRL) - 128 seeds;Seed Code: TG-18-4-UT (BIG BEEF) - 128 seeds;Seed Code: TG-18-5-UT (MTN MERIT) - 128 seeds;Seed Code: TG-19-3-UT (RED DUCE) - 128 seeds","1","",
"1055","nelsonw","2019-04-05","HERB - PARSLEY","128","1","128","Seed Code: HY-19-1-UT (GIANT OF ITALY) - 128 seeds","1","",
"1026","horowitk","2019-04-12","BOKCHOY","128","1","128","Seed Code: BY-18-2-UT (MEI QING) - 64 seeds;Seed Code: BY-19-1-OG (TATSOI) - 64 seeds","1","",
"1027","horowitk","2019-04-12","HERB - BASIL","128","1","128","Seed Code: HL-17-1-OG (AROMA 2) - 64 seeds;Seed Code: HL-19-1-OG (ELEONORA) - 64 seeds","1","",
"1028","horowitk","2019-04-12","KOHLRABI","384","3","128","Seed Code: KI-19-1-OG (KORIST) - 192 seeds;Seed Code: KI-19-3-UT (KOLIBRI) - 192 seeds","1","",
"1029","horowitk","2019-04-12","LETTUCE, GREEN","264","2","128","Seed Code: LN-19-4-OG (WALDMANN) - 264 seeds","1","",
"1030","horowitk","2019-04-12","LETTUCE, RED","128","1","128","Seed Code: LD-19-1-OG (RED SAILS) - 128 seeds","1","",
"1031","horowitk","2019-04-12","LETTUCE, ROMAINE","264","2","128","Seed Code: LE-19-2-OG (GREEN TOWERS) - 264 seeds","1","",
"1032","horowitk","2019-04-12","SCALLION","502","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 502 seeds","1","",
"1033","horowitk","2019-04-12","CELERY","502","4","128","Seed Code: CY-19-2-OG (TANGO) - 502 seeds","1","",
"1034","horowitk","2019-04-12","PEPPERS, BELL","895","7","128","Seed Code: PL-18-8-UT (RED KNIGHT) - 192 seeds;Seed Code: PL-19-4-UT (INTRUDER) - 192 seeds;Seed Code: PL-19-1-OG (OLYMPUS) - 192 seeds;Seed Code: PL-19-3-UT (PROCRAFT) - 192 seeds;Seed Code: PL-18-10-UT (CARMEN) - 62 seeds;Seed Code: PL-19-5-OG (LIPSTICK) - 21 seeds;Seed Code: PL-19-6-OG (GLOW) - 22 seeds;Seed Code: PL-19-7-OG (AURA) - 22 seeds","1","",
"1035","horowitk","2019-04-19","CELERY","384","3","128","Seed Code: CY-19-2-OG (TANGO) - 384 seeds","1","Didnâ€™t have enough seed to do a full fourth tray",
"1036","horowitk","2019-04-19","ENDIVE","128","1","128","Seed Code: EE-19-1-OG (BENEFINE) - 128 seeds","1","",
"1037","horowitk","2019-04-19","HERB - PARSLEY","128","1","128","Seed Code: HY-19-1-UT (GIANT OF ITALY) - 128 seeds","1","No moss curled so only planted giant of italy",
"1038","horowitk","2019-04-19","RADDICHIO","256","2","128","Seed Code: RO-19-1-UT (INDIGO) - 256 seeds","1","",
"1039","horowitk","2019-04-19","SUMMER SQUASH","99","2","50","Seed Code: SH-18-3-UT (SLICK PIK) - 33 seeds;Seed Code: SH-19-1-UT (GOLD STAR) - 33 seeds;Seed Code: SH-19-2-UT (ZEPHYR) - 33 seeds","1","",
"1040","horowitk","2019-04-19","TOMATO, CHERRY","250","2","128","Seed Code: TY-19-1-UT (SUN GOLD) - 50 seeds;Seed Code: TY-19-2-OG (VALENTINE) - 50 seeds;Seed Code: TY-19-3-OG (BLACK CHERRY) - 50 seeds;Seed Code: TY-19-4-OG (INDIGO CHERRY DROPS) - 50 seeds;Seed Code: TY-19-5-OG (CHERRY BOMB) - 50 seeds","1","",
"1041","horowitk","2019-04-19","ZUCCHINI","99","2","50","Seed Code: ZI-18-2-OG (DUNJA F1) - 33 seeds;Seed Code: ZI-19-1-UT (TIGRESS) - 33 seeds;Seed Code: ZI-19-2-OG (DESERT) - 33 seeds","1","",
"1042","nelsonw","2019-04-26","CUCUMBER","452","9","50","Seed Code: CR-17-2-OG (MARKETMORE 76) - 113 seeds;Seed Code: CR-18-4-UT (GENERAL LEE) - 113 seeds;Seed Code: CR-19-3-UT (DASHER) - 113 seeds;Seed Code: CR-18-2-UT (COBRA) - 113 seeds","1","",
"1043","nelsonw","2019-04-26","EGGPLANT","128","1","128","Seed Code: ET-18-1-OG (MICHAL) - 32 seeds;Seed Code: ET-18-3-OG (TRAVIATA) - 32 seeds;Seed Code: ET-19-1-OG (PING TONG LONG) - 32 seeds;Seed Code: ET-19-3-OG (LITTLE FINGER) - 32 seeds","1","",
"1044","nelsonw","2019-04-26","LETTUCE, RED","129","1","128","Seed Code: LD-16-2-UT (MAGENTA) - 43 seeds;Seed Code: LD-18-1-OG (CHEROKEE) - 43 seeds;Seed Code: LD-17-2-UT (MOTTISTONE) - 43 seeds","1","",
"1045","nelsonw","2019-04-26","LETTUCE, ROMAINE","255","2","128","Seed Code: LE-17-1-OG (COASTAL STAR) - 85 seeds;Seed Code: LE-16-1-OG (JERICHO) - 85 seeds;Seed Code: LE-16-5-UT (SALVIUS) - 85 seeds","1","",
"1046","nelsonw","2019-04-26","SCALLION","1536","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 1536 seeds","1","3 seeds per cell",
"1047","nelsonw","2019-04-26","LEEK","128","1","128","Seed Code: LK-19-2-OG (KING RICHARD) - 128 seeds","1","",
"1056","horowitk","2019-05-03","MELON: CANTELOPE","482","11","50","Seed Code: ME-19-2-UT (SARAH'S CHOICE) - 241 seeds;Seed Code: ME-19-1-OG (PMR DELICIOUS 51) - 241 seeds","1","",
"1057","horowitk","2019-05-03","ENDIVE","128","1","128","Seed Code: EE-19-1-OG (BENEFINE) - 128 seeds","1","",
"1058","horowitk","2019-05-03","OKRA","173","3","72","Seed Code: OA-19-1-OG (CLEMSON) - 173 seeds","1","",
"1059","horowitk","2019-05-03","RADDICHIO","360","3","128","Seed Code: RO-19-1-UT (INDIGO) - 360 seeds","1","",
"1060","horowitk","2019-05-03","SUMMER SQUASH","100","2","50","Seed Code: SH-18-3-UT (SLICK PIK) - 30 seeds;Seed Code: SH-19-1-UT (GOLD STAR) - 35 seeds;Seed Code: SH-19-2-UT (ZEPHYR) - 35 seeds","1","",
"1061","horowitk","2019-05-03","ZUCCHINI","100","2","50","Seed Code: ZI-18-3-OG (DUNJA) - 30 seeds;Seed Code: ZI-19-1-UT (TIGRESS) - 35 seeds;Seed Code: ZI-19-2-OG (DESERT) - 35 seeds","1","",
"1062","horowitk","2019-05-03","MELON - WATERMELON","600","12","50","Seed Code: MN-17-2-UT (SUGAR BABY) - 150 seeds;Seed Code: MN-19-1-OG (MOON AND STARS) - 150 seeds;Seed Code: MN-19-2-OG (ALI BABA) - 150 seeds;Seed Code: MN-17-1-UT (CRIMSON) - 150 seeds","1","",
"1063","hutchinl","2019-05-10","CUCUMBER","450","9","50","Seed Code: CR-17-2-OG (MARKETMORE 76) - 113 seeds;Seed Code: CR-18-4-UT (GENERAL LEE) - 62 seeds;Seed Code: CR-19-1-UT (GENERAL LEE) - 50 seeds;Seed Code: CR-19-3-UT (DASHER) - 112 seeds;Seed Code: CR-18-2-UT (COBRA) - 113 seeds","1","",
"1064","hutchinl","2019-05-10","HERB - BASIL","128","1","128","Seed Code: HL-17-1-OG (AROMA 2) - 64 seeds;Seed Code: HL-19-1-OG (ELEONORA) - 64 seeds","1","",
"1065","hutchinl","2019-05-10","HERB - PARSLEY","128","1","128","Seed Code: HY-19-1-UT (GIANT OF ITALY) - 128 seeds","1","",
"1066","hutchinl","2019-05-10","LETTUCE, GREEN","256","2","128","Seed Code: LN-19-2-UT (TROPICANA) - 86 seeds;Seed Code: LN-19-1-OG (CONCEPT) - 85 seeds;Seed Code: LN-19-3-UT (NEVADA) - 85 seeds","1","",
"1067","hutchinl","2019-05-10","LETTUCE, RED","128","1","128","Seed Code: LD-17-1-UT (MAGENTA) - 43 seeds;Seed Code: LD-18-1-OG (CHEROKEE) - 43 seeds;Seed Code: LD-17-2-UT (MOTTISTONE) - 42 seeds","1","",
"1068","hutchinl","2019-05-10","LETTUCE, ROMAINE","256","2","128","Seed Code: LE-17-1-OG (COASTAL STAR) - 86 seeds;Seed Code: LE-18-2-OG (JERICHO) - 85 seeds;Seed Code: LE-16-5-UT (SALVIUS) - 85 seeds","1","",
"1069","hutchinl","2019-05-10","SCALLION","1024","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 1024 seeds","1","2 seeds per cell",
"1070","hutchinl","2019-05-10","TOMATO, CHERRY","128","1","128","Seed Code: TY-19-1-UT (SUN GOLD) - 32 seeds;Seed Code: TY-19-5-OG (CHERRY BOMB) - 32 seeds;Seed Code: TY-19-4-OG (INDIGO CHERRY DROPS) - 32 seeds;Seed Code: TY-19-3-OG (BLACK CHERRY) - 32 seeds","1","No Valentine",
"1071","hutchinl","2019-05-13","LETTUCE, RED","88","1","128","Seed Code: LD-17-1-UT (MAGENTA) - 48 seeds;Seed Code: LD-17-2-UT (MOTTISTONE) - 40 seeds","1","Reseeded ",
"1072","hutchinl","2019-05-13","LETTUCE, ROMAINE","88","1","128","Seed Code: LE-19-1-OG (COASTAL STAR) - 88 seeds","1","Reseeded",
"1073","hutchinl","2019-05-13","TOMATO, SLICING","500","10","50","Seed Code: TG-19-4-UT (BIG BEEF) - 200 seeds;Seed Code: TG-19-5-UT (MTN MERIT) - 300 seeds;Seed Code: N/A (No Variety) - 0 seeds","1","",
"1074","hutchinl","2019-05-13","MELON: CANTELOPE","550","11","50","Seed Code: ME-19-1-OG (PMR DELICIOUS 51) - 340 seeds;Seed Code: ME-19-2-UT (SARAH'S CHOICE) - 210 seeds","1","",
"1075","hutchinl","2019-05-13","ENDIVE","128","1","128","Seed Code: EE-19-1-OG (BENEFINE) - 128 seeds","1","",
"1076","hutchinl","2019-05-13","RADDICHIO","384","3","128","Seed Code: RO-19-1-UT (INDIGO) - 384 seeds","1","",
"1077","hutchinl","2019-05-13","SUMMER SQUASH","150","3","50","Seed Code: SH-18-2-UT (GOLD STAR) - 50 seeds;Seed Code: SH-18-3-UT (SLICK PIK) - 50 seeds;Seed Code: SH-19-2-UT (ZEPHYR) - 50 seeds","1","No smooth operator. Extra 50 of summer squash.",
"1078","hutchinl","2019-05-13","ZUCCHINI","100","2","50","Seed Code: ZI-19-2-OG (DESERT) - 34 seeds;Seed Code: ZI-19-1-UT (TIGRESS) - 33 seeds;Seed Code: ZI-18-2-OG (DUNJA F1) - 28 seeds;Seed Code: ZI-18-3-OG (DUNJA) - 5 seeds","1","",
"1079","nelsonw","2019-05-24","BRUSSEL SPROUTS","512","4","128","Seed Code: BS-19-1-OG (DORIC) - 512 seeds","1","",
"1080","nelsonw","2019-05-24","SQUASH - BUTTERNUT","750","15","50","Seed Code: ST-18-1-UT (METRO) - 250 seeds;Seed Code: ST-19-1-OG (HONEY NUT) - 250 seeds;Seed Code: ST-19-2-OG (WALTHAM) - 250 seeds","1","",
"1081","nelsonw","2019-05-24","SQUASH, WINTER","2600","24","50","Seed Code: SR-19-7-OG (DELICATA) - 1500 seeds;Seed Code: SR-19-1-OG (SWEET REBA) - 150 seeds;Seed Code: SR-19-2-OG (BUTTERCUP) - 200 seeds;Seed Code: SR-19-3-OG (BABY BLUE HUBBARD) - 200 seeds;Seed Code: SR-19-4-OG (SPAGHETTI) - 200 seeds;Seed Code: SR-19-5-OG (SUGAR DUMPLING) - 150 seeds;Seed Code: SR-19-6-OG (HONEY BOAT) - 200 seeds","1","",
"1082","nelsonw","2019-05-24","CUCUMBER","448","9","50","Seed Code: CR-17-3-OG (MARKETMORE 76) - 112 seeds;Seed Code: CR-18-4-UT (GENERAL LEE) - 112 seeds;Seed Code: CR-18-1-UT (DASHER) - 112 seeds;Seed Code: CR-18-2-UT (COBRA) - 112 seeds","1","",
"1083","nelsonw","2019-05-24","LETTUCE, GREEN","255","2","128","Seed Code: LN-18-1-OG (TROPICANA) - 85 seeds;Seed Code: LN-19-1-OG (CONCEPT) - 85 seeds;Seed Code: LN-19-3-UT (NEVADA) - 85 seeds","1","",
"1084","nelsonw","2019-05-24","LETTUCE, RED","128","1","128","Seed Code: LD-19-3-UT (MAGENTA) - 64 seeds;Seed Code: LD-18-1-OG (CHEROKEE) - 64 seeds","1","",
"1085","nelsonw","2019-05-24","LETTUCE, ROMAINE","640","5","128","Seed Code: LE-18-1-UT (SALVIUS) - 192 seeds;Seed Code: LE-18-2-OG (JERICHO) - 256 seeds;Seed Code: LE-19-1-OG (COASTAL STAR) - 192 seeds","1","",
"1086","nelsonw","2019-05-24","SCALLION","1536","4","128","Seed Code: SN-18-1-UT (WHITE SPEAR) - 1536 seeds","1","",
"1099","binhammm","2019-05-30","FENNEL","356","2","128","Seed Code: N/A (No Variety) - 356 seeds","1","",
"1100","binhammm","2019-05-30","ENDIVE","256","2","128","Seed Code: EE-19-1-OG (BENEFINE) - 256 seeds","1","",
"1101","binhammm","2019-05-30","CHARD","384","3","128","Seed Code: CD-18-3-OG (IMPROVED RAINBOW BLEND) - 192 seeds;Seed Code: CD-19-2-OG (RHUBARB SUPREME) - 192 seeds","1","",
"1093","binhammm","2019-05-31","BRUSSEL SPROUTS","40","1","128","Seed Code: N/A (No Variety) - 40 seeds","1","",
"1094","binhammm","2019-05-31","KALE","896","7","128","Seed Code: KE-18-2-OG (TOSCANO) - 448 seeds;Seed Code: KE-19-2-OG (VATES) - 448 seeds","1","",
"1095","binhammm","2019-05-31","FENNEL","896","7","128","Seed Code: FL-19-1-OG (PRELUDIO) - 896 seeds","1","",
"1096","binhammm","2019-05-31","RADDICHIO","384","3","128","Seed Code: RO-19-1-UT (INDIGO) - 384 seeds","1","",
"1097","binhammm","2019-05-31","ZUCCHINI","150","3","0","Seed Code: ZI-18-3-OG (DUNJA) - 50 seeds;Seed Code: ZI-19-1-UT (TIGRESS) - 50 seeds;Seed Code: ZI-19-2-OG (DESERT) - 50 seeds","1","",
"1098","binhammm","2019-05-31","SUMMER SQUASH","100","2","0","Seed Code: SH-18-2-UT (GOLD STAR) - 30 seeds;Seed Code: SH-19-2-UT (ZEPHYR) - 35 seeds;Seed Code: SH-18-3-UT (SLICK PIK) - 35 seeds","1","",
"1087","binhammm","2019-06-05","LETTUCE, RED","128","1","128","Seed Code: LD-17-1-UT (MAGENTA) - 42 seeds;Seed Code: LD-17-2-UT (MOTTISTONE) - 43 seeds;Seed Code: LD-18-1-OG (CHEROKEE) - 43 seeds","1","",
"1088","binhammm","2019-06-05","HERB - BASIL","128","1","128","Seed Code: HL-17-1-OG (AROMA 2) - 64 seeds;Seed Code: HL-19-1-OG (ELEONORA) - 64 seeds","1","",
"1089","binhammm","2019-06-05","CAULIFLOWER","384","3","128","Seed Code: CR-18-3-OG (SKYWALKER) - 128 seeds;Seed Code: CR-19-2-OG (GOODMAN) - 128 seeds;Seed Code: CR-19-3-OG (VERONICA ROMANESCO) - 128 seeds","1","",
"1090","binhammm","2019-06-05","CUCUMBER","350","7","50","Seed Code: CR-17-4-OG (MARKETMORE 76) - 85 seeds;Seed Code: CR-19-1-UT (GENERAL LEE) - 90 seeds;Seed Code: CR-18-2-UT (COBRA) - 90 seeds;Seed Code: CR-18-1-UT (DASHER) - 85 seeds","1","",
"1091","binhammm","2019-06-05","LETTUCE, GREEN","256","2","128","Seed Code: LN-15-11-OG (CONCEPT) - 88 seeds;Seed Code: LN-18-1-OG (TROPICANA) - 88 seeds;Seed Code: LN-15-12-UT (NEVADA) - 80 seeds","1","",
"1092","binhammm","2019-06-05","LETTUCE, ROMAINE","640","5","128","Seed Code: LE-16-5-UT (SALVIUS) - 208 seeds;Seed Code: LE-18-2-OG (JERICHO) - 216 seeds;Seed Code: LE-19-1-OG (COASTAL STAR) - 216 seeds","1","",
"1102","binhammm","2019-06-13","ENDIVE","0","2","128","Seed Code: N/A (No Variety) - 0 seeds","1","Benefine ",
"1103","binhammm","2019-06-13","CHINESE CABBAGE","384","3","128","Seed Code: CE-18-1-OG (EMIKO) - 128 seeds;Seed Code: CE-18-2-UT (MINUET) - 128 seeds;Seed Code: N/A (No Variety) - 128 seeds","1","Red dragon - 128",
"1104","binhammm","2019-06-13","CABBAGE","1280","10","0","Seed Code: CE-18-3-UT (STORAGE #4) - 424 seeds;Seed Code: CE-18-2-UT (KAITLIN) - 424 seeds;Seed Code: CE-18-8-OG (RUBY PERFECTION) - 432 seeds","1","",
"1105","binhammm","2019-06-13","BROCCOLI","1152","9","128","Seed Code: BI-19-1-OG (BELSTAR) - 624 seeds;Seed Code: BI-19-2-OG (FIESTA) - 528 seeds","1","",
