"Done","Date","Log name","Asset IDs","Asset names","Areas","Notes","Categories","Quantity measure","Quantity value","Quantity unit","Quantity label","Material","Purpose","Application method","Source/manufacturer","Lot number","Date purchased"
,"2018-07-16",,,"NUFILM P","SQ 6","Disease prevent","Spraying: Tractor",2.06,8,"Ounces","67%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-16",,,"ORGANIC GEM 343","N","Disease prevent","Spraying: Tractor",0.53,4,"Quarts","40%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-16",,,"ORGANIC GEM 343","SQ 6","Disease prevent","Spraying: Tractor",1.17,4,"Quarts","67%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-16",,,"REGALIA","N","Disease prevent","Spraying: Tractor",0.5,4,"Quarts","40%","REGALIA","Tomatoes: Slicing",,,,
,"2018-07-16",,,"REGALIA","SQ 6","Disease prevent","Spraying: Tractor",1.1,4,"Quarts","67%","REGALIA","Tomatoes: Slicing",,,,
,"2018-07-16",,,"CITRIC ACID","SQ 10","Flea beetle leaf hopper","Spraying: Tractor",0,30,"Grams","71%","CITRIC ACID","Broccoli",,,,
,"2018-07-16",,,"CITRIC ACID","SQ 5","Flea beetle leaf hopper","Spraying: Tractor",0,30,"Grams","22%","CITRIC ACID","Broccoli",,,,
,"2018-07-16",,,"CITRIC ACID","V","Flea beetle leaf hopper","Spraying: Tractor",0,30,"Grams","91%","CITRIC ACID","Potatoes",,,,
,"2018-07-16",,,"PYGANIC","SQ 10","Flea beetle leaf hopper","Spraying: Tractor",3.08,10.75,"Ounces","71%","PYGANIC","Broccoli",,,,
,"2018-07-16",,,"PYGANIC","SQ 5","Flea beetle leaf hopper","Spraying: Tractor",3.34,10.75,"Ounces","22%","PYGANIC","Broccoli",,,,
,"2018-07-16",,,"PYGANIC","V","Flea beetle leaf hopper","Spraying: Tractor",2.83,10.75,"Ounces","91%","PYGANIC","Potatoes",,,,
,"2018-07-16",,,"ORGANIC GEM 343","SQ 10","Flea beetle leaf hopper","Spraying: Tractor",1.17,4,"Quarts","71%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-16",,,"ORGANIC GEM 343","SQ 5","Flea beetle leaf hopper","Spraying: Tractor",1.26,4,"Quarts","22%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-16",,,"ORGANIC GEM 343","V","Flea beetle leaf hopper","Spraying: Tractor",1.07,4,"Quarts","91%","ORGANIC GEM 343","Potatoes",,,,
,"2018-07-16",,,"NUFILM P","SQ 10","Flea beetle leaf hopper","Spraying: Tractor",2.33,8,"Ounces","71%","NUFILM P","Broccoli",,,,
,"2018-07-16",,,"NUFILM P","SQ 5","Flea beetle leaf hopper","Spraying: Tractor",2.53,8,"Ounces","22%","NUFILM P","Broccoli",,,,
,"2018-07-16",,,"NUFILM P","V","Flea beetle leaf hopper","Spraying: Tractor",2.14,8,"Ounces","91%","NUFILM P","Potatoes",,,,
,"2018-07-19",,,"ACTINOVATE","N","Disease prevention ","Spraying: Tractor",1.57,12,"Ounces","50%","ACTINOVATE","Tomatoes: Slicing",,,,
,"2018-07-19",,,"ACTINOVATE","SQ 6","Disease prevention ","Spraying: Tractor",3.43,12,"Ounces","67%","ACTINOVATE","Tomatoes: Slicing",,,,
,"2018-07-19",,,"STIMPLEX","N","Disease prevention ","Spraying: Tractor",0.41,3,"Pints","50%","STIMPLEX","Tomatoes: Slicing",,,,
,"2018-07-19",,,"STIMPLEX","SQ 6","Disease prevention ","Spraying: Tractor",0.89,3,"Pints","67%","STIMPLEX","Tomatoes: Slicing",,,,
,"2018-07-19",,,"ORGANIC GEM 343","N","Disease prevention ","Spraying: Tractor",0.53,4,"Quarts","50%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-19",,,"ORGANIC GEM 343","SQ 6","Disease prevention ","Spraying: Tractor",1.17,4,"Quarts","67%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-19",,,"NUFILM P","N","Disease prevention ","Spraying: Tractor",1.1,8,"Ounces","50%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-19",,,"NUFILM P","SQ 6","Disease prevention ","Spraying: Tractor",2.4,8,"Ounces","67%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-19",,,"ACTINOVATE","SQ 6","Disease prevention ","Spraying: Tractor",2.5,12,"Ounces","44%","ACTINOVATE","Tomatoes: Slicing",,,,
,"2018-07-19",,,"STIMPLEX","SQ 6","Disease prevention ","Spraying: Tractor",0.6,3,"Pints","44%","STIMPLEX","Tomatoes: Slicing",,,,
,"2018-07-19",,,"ORGANIC GEM 343","SQ 6","Disease prevention ","Spraying: Tractor",0.8,4,"Quarts","44%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-19",,,"NUFILM P","SQ 6","Disease prevention ","Spraying: Tractor",1.6,8,"Ounces","44%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-19",,,"NUFILM P","SQ 10","Flea beetle ","Spraying: Tractor",2.16,8,"Ounces","71%","NUFILM P","Broccoli",,,,
,"2018-07-19",,,"NUFILM P","SQ 5","Flea beetle ","Spraying: Tractor",2.34,8,"Ounces","44%","NUFILM P","Broccoli",,,,
,"2018-07-19",,,"PYGANIC","SQ 10","Flea beetle ","Spraying: Tractor",3.26,12,"Ounces","71%","PYGANIC","Broccoli",,,,
,"2018-07-19",,,"PYGANIC","SQ 5","Flea beetle ","Spraying: Tractor",3.54,12,"Ounces","44%","PYGANIC","Broccoli",,,,
,"2018-07-19",,,"ORGANIC GEM 343","SQ 10","Flea beetle ","Spraying: Tractor",1.2,4,"Quarts","71%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-19",,,"ORGANIC GEM 343","SQ 5","Flea beetle ","Spraying: Tractor",1.3,4,"Quarts","44%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-19",,,"CITRIC ACID","SQ 10","Flea beetle ","Spraying: Tractor",8.16,30,"Grams","71%","CITRIC ACID","Broccoli",,,,
,"2018-07-19",,,"CITRIC ACID","SQ 5","Flea beetle ","Spraying: Tractor",8.84,30,"Grams","44%","CITRIC ACID","Broccoli",,,,
,"2018-07-25",,,"ORGANIC GEM 343","SQ 6","Disease prevention","Spraying: Tractor",0.97,4,"Quarts","67%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-25",,,"ORGANIC GEM 343","N","Disease prevention","Spraying: Tractor",0.44,4,"Quarts","40%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-25",,,"ORGANIC GEM 343","O","Disease prevention","Spraying: Tractor",0.54,4,"Quarts","40%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-07-25",,,"ORGANIC GEM 343","U","Disease prevention","Spraying: Tractor",1.03,4,"Quarts","44%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-07-25",,,"ORGANIC GEM 343","SQ 9","Disease prevention","Spraying: Tractor",0.82,4,"Quarts","50%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-07-25",,,"REGALIA","SQ 6","Disease prevention","Spraying: Tractor",0.48,2,"Quarts","67%","REGALIA","Tomatoes: Slicing",,,,
,"2018-07-25",,,"REGALIA","N","Disease prevention","Spraying: Tractor",0.22,2,"Quarts","40%","REGALIA","Tomatoes: Slicing",,,,
,"2018-07-25",,,"REGALIA","O","Disease prevention","Spraying: Tractor",0.27,2,"Quarts","40%","REGALIA","Cucumbers",,,,
,"2018-07-25",,,"REGALIA","U","Disease prevention","Spraying: Tractor",0.51,2,"Quarts","44%","REGALIA","Cucumbers",,,,
,"2018-07-25",,,"REGALIA","SQ 9","Disease prevention","Spraying: Tractor",0.41,2,"Quarts","50%","REGALIA","Cucumbers",,,,
,"2018-07-25",,,"NUFILM P","SQ 6","Disease prevention","Spraying: Tractor",5.59,16,"Ounces","67%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-25",,,"NUFILM P","N","Disease prevention","Spraying: Tractor",2.56,16,"Ounces","40%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-25",,,"NUFILM P","O","Disease prevention","Spraying: Tractor",3.14,16,"Ounces","40%","NUFILM P","Cucumbers",,,,
,"2018-07-25",,,"NUFILM P","U","Disease prevention","Spraying: Tractor",5.94,16,"Ounces","44%","NUFILM P","Cucumbers",,,,
,"2018-07-25",,,"NUFILM P","SQ 9","Disease prevention","Spraying: Tractor",4.77,16,"Ounces","50%","NUFILM P","Cucumbers",,,,
,"2018-07-25",,,"ORGANIC GEM 343","SQ 10","Flea beetles","Spraying: Tractor",0.71,4,"Quarts","86%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-25",,,"ORGANIC GEM 343","SQ 5","Flea beetles","Spraying: Tractor",0.77,4,"Quarts","22%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-25",,,"ORGANIC GEM 343","SQ 3","Flea beetles","Spraying: Tractor",0.77,4,"Quarts","11%","ORGANIC GEM 343","Broccoli",,,,
,"2018-07-25",,,"ORGANIC GEM 343","S","Flea beetles","Spraying: Tractor",0.45,4,"Quarts","22%","ORGANIC GEM 343","Kale",,,,
,"2018-07-25",,,"NUFILM P","SQ 10","Flea beetles","Spraying: Tractor",2.8,16,"Ounces","86%","NUFILM P","Broccoli",,,,
,"2018-07-25",,,"NUFILM P","SQ 5","Flea beetles","Spraying: Tractor",3.03,16,"Ounces","22%","NUFILM P","Broccoli",,,,
,"2018-07-25",,,"NUFILM P","SQ 3","Flea beetles","Spraying: Tractor",3.03,16,"Ounces","11%","NUFILM P","Broccoli",,,,
,"2018-07-25",,,"NUFILM P","S","Flea beetles","Spraying: Tractor",1.75,16,"Ounces","22%","NUFILM P","Kale",,,,
,"2018-07-25",,,"ENTRUST","SQ 10","Flea beetles","Spraying: Tractor",1.24,7.15,"Ounces","86%","ENTRUST","Broccoli",,,,
,"2018-07-25",,,"ENTRUST","SQ 5","Flea beetles","Spraying: Tractor",1.34,7.15,"Ounces","22%","ENTRUST","Broccoli",,,,
,"2018-07-25",,,"ENTRUST","SQ 3","Flea beetles","Spraying: Tractor",1.34,7.15,"Ounces","11%","ENTRUST","Broccoli",,,,
,"2018-07-25",,,"ENTRUST","S","Flea beetles","Spraying: Tractor",0.77,7.15,"Ounces","22%","ENTRUST","Kale",,,,
,"2018-07-26",,,"STARGUS","SQ 6","Blight prevention","Spraying: Tractor",0.59,2,"Quarts","89%","STARGUS","Tomatoes: Slicing",,,,
,"2018-07-26",,,"STARGUS","N","Blight prevention","Spraying: Tractor",0.27,2,"Quarts","40%","STARGUS","Tomatoes: Slicing",,,,
,"2018-07-26",,,"STARGUS","O","Blight prevention","Spraying: Tractor",0.33,2,"Quarts","40%","STARGUS","Cucumbers",,,,
,"2018-07-26",,,"STARGUS","SQ 9","Blight prevention","Spraying: Tractor",0.51,2,"Quarts","50%","STARGUS","Cucumbers",,,,
,"2018-07-26",,,"STARGUS","U","Blight prevention","Spraying: Tractor",0.63,2,"Quarts","67%","STARGUS","Cucumbers",,,,
,"2018-07-26",,,"NUFILM P","SQ 6","Blight prevention","Spraying: Tractor",4.75,16,"Ounces","89%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-26",,,"NUFILM P","N","Blight prevention","Spraying: Tractor",2.18,16,"Ounces","40%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-07-26",,,"NUFILM P","O","Blight prevention","Spraying: Tractor",2.67,16,"Ounces","40%","NUFILM P","Cucumbers",,,,
,"2018-07-26",,,"NUFILM P","SQ 9","Blight prevention","Spraying: Tractor",4.06,16,"Ounces","50%","NUFILM P","Cucumbers",,,,
,"2018-07-26",,,"NUFILM P","U","Blight prevention","Spraying: Tractor",5.05,16,"Ounces","67%","NUFILM P","Cucumbers",,,,
,"2018-07-26",,,"ORGANIC GEM 343","SQ 6","Blight prevention","Spraying: Tractor",1.18,4,"Quarts","89%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-26",,,"ORGANIC GEM 343","N","Blight prevention","Spraying: Tractor",0.54,4,"Quarts","40%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-07-26",,,"ORGANIC GEM 343","O","Blight prevention","Spraying: Tractor",0.67,4,"Quarts","40%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-07-26",,,"ORGANIC GEM 343","SQ 9","Blight prevention","Spraying: Tractor",1.01,4,"Quarts","50%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-07-26",,,"ORGANIC GEM 343","U","Blight prevention","Spraying: Tractor",1.26,4,"Quarts","67%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-08-01",,,"ENTRUST","SQ 10","Flea beetles on brassicas","Spraying: Tractor",1.89,6.2,"Ounces","71%","ENTRUST","Broccoli",,,,
,"2018-08-01",,,"ENTRUST","SQ 5","Flea beetles on brassicas","Spraying: Tractor",2.05,6.2,"Ounces","22%","ENTRUST","Broccoli",,,,
,"2018-08-01",,,"ENTRUST","SQ 3","Flea beetles on brassicas","Spraying: Tractor",2.05,6.2,"Ounces","100%","ENTRUST","Broccoli",,,,
,"2018-08-01",,,"NUFILM P","SQ 10","Flea beetles on brassicas","Spraying: Tractor",3.79,12.4,"Ounces","71%","NUFILM P","Broccoli",,,,
,"2018-08-01",,,"NUFILM P","SQ 5","Flea beetles on brassicas","Spraying: Tractor",4.11,12.4,"Ounces","22%","NUFILM P","Broccoli",,,,
,"2018-08-01",,,"NUFILM P","SQ 3","Flea beetles on brassicas","Spraying: Tractor",4.11,12.4,"Ounces","100%","NUFILM P","Broccoli",,,,
,"2018-08-01",,,"ORGANIC GEM 343","SQ 10","Flea beetles on brassicas","Spraying: Tractor",1.26,4,"Quarts","71%","ORGANIC GEM 343","Broccoli",,,,
,"2018-08-01",,,"ORGANIC GEM 343","SQ 5","Flea beetles on brassicas","Spraying: Tractor",1.37,4,"Quarts","22%","ORGANIC GEM 343","Broccoli",,,,
,"2018-08-01",,,"ORGANIC GEM 343","SQ 3","Flea beetles on brassicas","Spraying: Tractor",1.37,4,"Quarts","100%","ORGANIC GEM 343","Broccoli",,,,
,"2018-08-04",,,"BADGE X2","SQ 6","Disease prevention","Spraying: Tractor",0,1.02,"Pounds","89%","BADGE X2","Tomatoes: Slicing",,,,
,"2018-08-04",,,"BADGE X2","N","Disease prevention","Spraying: Tractor",0,1.02,"Pounds","80%","BADGE X2","Tomatoes: Slicing",,,,
,"2018-08-04",,,"BADGE X2","O","Disease prevention","Spraying: Tractor",0,1.02,"Pounds","50%","BADGE X2","Cucumbers",,,,
,"2018-08-04",,,"BADGE X2","SQ 9","Disease prevention","Spraying: Tractor",0,1.02,"Pounds","67%","BADGE X2","Watermelons",,,,
,"2018-08-04",,,"BADGE X2","U","Disease prevention","Spraying: Tractor",0,1.02,"Pounds","11%","BADGE X2","Cucumbers",,,,
,"2018-08-04",,,"REGALIA","SQ 6","Disease prevention","Spraying: Tractor",0,2,"Quarts","89%","REGALIA","Tomatoes: Slicing",,,,
,"2018-08-04",,,"REGALIA","N","Disease prevention","Spraying: Tractor",0,2,"Quarts","80%","REGALIA","Tomatoes: Slicing",,,,
,"2018-08-04",,,"REGALIA","O","Disease prevention","Spraying: Tractor",0,2,"Quarts","50%","REGALIA","Cucumbers",,,,
,"2018-08-04",,,"REGALIA","SQ 9","Disease prevention","Spraying: Tractor",0,2,"Quarts","67%","REGALIA","Watermelons",,,,
,"2018-08-04",,,"REGALIA","U","Disease prevention","Spraying: Tractor",0,2,"Quarts","11%","REGALIA","Cucumbers",,,,
,"2018-08-04",,,"NUFILM P","SQ 6","Disease prevention","Spraying: Tractor",0,16,"Ounces","89%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-08-04",,,"NUFILM P","N","Disease prevention","Spraying: Tractor",0,16,"Ounces","80%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-08-04",,,"NUFILM P","O","Disease prevention","Spraying: Tractor",0,16,"Ounces","50%","NUFILM P","Cucumbers",,,,
,"2018-08-04",,,"NUFILM P","SQ 9","Disease prevention","Spraying: Tractor",0,16,"Ounces","67%","NUFILM P","Watermelons",,,,
,"2018-08-04",,,"NUFILM P","U","Disease prevention","Spraying: Tractor",0,16,"Ounces","11%","NUFILM P","Cucumbers",,,,
,"2018-08-04",,,"ORGANIC GEM 343","SQ 6","Disease prevention","Spraying: Tractor",0,4,"Quarts","89%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-08-04",,,"ORGANIC GEM 343","N","Disease prevention","Spraying: Tractor",0,4,"Quarts","80%","ORGANIC GEM 343","Tomatoes: Slicing",,,,
,"2018-08-04",,,"ORGANIC GEM 343","O","Disease prevention","Spraying: Tractor",0,4,"Quarts","50%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-08-04",,,"ORGANIC GEM 343","SQ 9","Disease prevention","Spraying: Tractor",0,4,"Quarts","67%","ORGANIC GEM 343","Watermelons",,,,
,"2018-08-04",,,"ORGANIC GEM 343","U","Disease prevention","Spraying: Tractor",0,4,"Quarts","11%","ORGANIC GEM 343","Cucumbers",,,,
,"2018-08-04",,,"CITRIC ACID","SQ 6","Disease prevention","Spraying: Tractor",0,30,"Grams","89%","CITRIC ACID","Tomatoes: Slicing",,,,
,"2018-08-04",,,"CITRIC ACID","N","Disease prevention","Spraying: Tractor",0,30,"Grams","80%","CITRIC ACID","Tomatoes: Slicing",,,,
,"2018-08-04",,,"CITRIC ACID","O","Disease prevention","Spraying: Tractor",0,30,"Grams","50%","CITRIC ACID","Cucumbers",,,,
,"2018-08-04",,,"CITRIC ACID","SQ 9","Disease prevention","Spraying: Tractor",0,30,"Grams","67%","CITRIC ACID","Watermelons",,,,
,"2018-08-04",,,"CITRIC ACID","U","Disease prevention","Spraying: Tractor",0,30,"Grams","11%","CITRIC ACID","Cucumbers",,,,
,"2018-08-18",,,"DIPEL DF","N","Caterpillars and disease prevention ","Spraying: Tractor",0.16,0.95,"Pounds","40%","DIPEL DF","Tomatoes: Slicing",,,,
,"2018-08-18",,,"DIPEL DF","SQ 6","Caterpillars and disease prevention ","Spraying: Tractor",0.34,0.95,"Pounds","89%","DIPEL DF","Tomatoes: Slicing",,,,
,"2018-08-18",,,"DIPEL DF","SQ 10","Caterpillars and disease prevention ","Spraying: Tractor",0.34,0.95,"Pounds","86%","DIPEL DF","Broccoli",,,,
,"2018-08-18",,,"DIPEL DF","SQ 3","Caterpillars and disease prevention ","Spraying: Tractor",0.37,0.95,"Pounds","67%","DIPEL DF","Broccoli",,,,
,"2018-08-18",,,"VENERATE","N","Caterpillars and disease prevention ","Spraying: Tractor",0.32,2,"Quarts","40%","VENERATE","Tomatoes: Slicing",,,,
,"2018-08-18",,,"VENERATE","SQ 6","Caterpillars and disease prevention ","Spraying: Tractor",0.71,2,"Quarts","89%","VENERATE","Tomatoes: Slicing",,,,
,"2018-08-18",,,"VENERATE","SQ 10","Caterpillars and disease prevention ","Spraying: Tractor",0.71,2,"Quarts","86%","VENERATE","Broccoli",,,,
,"2018-08-18",,,"VENERATE","SQ 3","Caterpillars and disease prevention ","Spraying: Tractor",0.76,2,"Quarts","67%","VENERATE","Broccoli",,,,
,"2018-08-18",,,"NUFILM P","N","Caterpillars and disease prevention ","Spraying: Tractor",1.94,12.4,"Ounces","40%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-08-18",,,"NUFILM P","SQ 6","Caterpillars and disease prevention ","Spraying: Tractor",4.24,12.4,"Ounces","89%","NUFILM P","Tomatoes: Slicing",,,,
,"2018-08-18",,,"NUFILM P","SQ 10","Caterpillars and disease prevention ","Spraying: Tractor",4.24,12.4,"Ounces","86%","NUFILM P","Broccoli",,,,
,"2018-08-18",,,"NUFILM P","SQ 3","Caterpillars and disease prevention ","Spraying: Tractor",4.59,12.4,"Ounces","67%","NUFILM P","Broccoli",,,,
,"2018-08-18",,,"REGALIA","N","Caterpillars and disease prevention ","Spraying: Tractor",0.32,2,"Quarts","40%","REGALIA","Tomatoes: Slicing",,,,
,"2018-08-18",,,"REGALIA","SQ 6","Caterpillars and disease prevention ","Spraying: Tractor",0.71,2,"Quarts","89%","REGALIA","Tomatoes: Slicing",,,,
,"2018-08-18",,,"REGALIA","SQ 10","Caterpillars and disease prevention ","Spraying: Tractor",0.71,2,"Quarts","86%","REGALIA","Broccoli",,,,
,"2018-08-18",,,"REGALIA","SQ 3","Caterpillars and disease prevention ","Spraying: Tractor",0.76,2,"Quarts","67%","REGALIA","Broccoli",,,,
